age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
65,Self-emp-not-inc,381515,Bachelors,14,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,8490,1436,52,Cuba,>50K
69,Self-emp-not-inc,360602,Bachelors,8,Widowed,Tech-support,Own-child,Black,Male,55331,7155,70,Mexico,>50K
29,Private,156106,HS-grad,10,Divorced,Tech-support,Husband,Asian-Pac-Islander,Female,12935,9391,90,Jamaica,<=50K
52,Without-pay,468684,10th,9,Widowed,Prof-specialty,Not-in-family,Other,Female,93475,7247,7,Mexico,>50K
82,Private,55480,Some-college,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,20730,3612,46,Cuba,>50K
45,Self-emp-not-inc,233874,7th-8th,6,Never-married,Prof-specialty,Wife,White,Female,21438,3670,97,India,>50K
21,State-gov,287666,HS-grad,2,Separated,Other-service,Unmarried,Asian-Pac-Islander,Male,57629,8488,81,India,>50K
71,Private,488701,Masters,10,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Male,36797,7399,83,Germany,>50K
89,Self-emp-not-inc,219039,Assoc-voc,5,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,25400,8,35,United-States,>50K
33,Local-gov,71800,Assoc-voc,16,Separated,Other-service,Husband,Asian-Pac-Islander,Female,59301,378,25,India,<=50K
43,Self-emp-not-inc,367382,Assoc-acdm,3,Separated,Craft-repair,Not-in-family,White,Female,72875,5324,69,Mexico,>50K
47,State-gov,318873,Assoc-acdm,4,Married-civ-spouse,Other-service,Own-child,White,Male,80372,6049,41,Mexico,>50K
28,Federal-gov,182736,HS-grad,10,Widowed,Exec-managerial,Own-child,Black,Male,8494,7100,87,United-States,<=50K
70,Never-worked,373358,Some-college,11,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,3252,1297,88,Canada,>50K
64,Local-gov,69213,10th,16,Widowed,Tech-support,Wife,Black,Female,83104,2156,28,Canada,>50K
56,Self-emp-not-inc,38134,Assoc-voc,13,Never-married,Sales,Husband,Asian-Pac-Islander,Male,32243,8667,12,Mexico,<=50K
47,Self-emp-not-inc,198829,Bachelors,3,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,3526,6611,97,Jamaica,<=50K
80,State-gov,484609,Assoc-acdm,7,Divorced,Sales,Wife,Black,Male,37552,7856,10,Canada,>50K
58,Without-pay,201917,Bachelors,9,Divorced,Tech-support,Wife,Other,Male,38511,234,58,Jamaica,>50K
75,Private,363983,Assoc-voc,3,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Male,92058,3466,49,Jamaica,<=50K
66,Self-emp-not-inc,72152,Masters,12,Never-married,Exec-managerial,Wife,Other,Male,78833,6179,65,India,>50K
33,Never-worked,499265,Bachelors,7,Divorced,Exec-managerial,Own-child,Other,Male,59641,6479,97,Mexico,<=50K
46,Never-worked,371721,Assoc-acdm,6,Married-civ-spouse,Craft-repair,Own-child,Other,Female,90951,7605,84,Mexico,>50K
23,Private,202815,Assoc-acdm,3,Divorced,Sales,Unmarried,Other,Male,57083,5635,66,Germany,<=50K
38,Federal-gov,100644,Assoc-voc,12,Widowed,Craft-repair,Wife,White,Female,2506,3299,45,Canada,>50K
69,Local-gov,301640,Masters,3,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,57875,5566,43,Jamaica,<=50K
42,Federal-gov,438553,Bachelors,16,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,49459,189,31,Germany,<=50K
24,State-gov,88697,11th,4,Divorced,Craft-repair,Wife,Asian-Pac-Islander,Female,42395,6715,77,Germany,>50K
20,Never-worked,337744,10th,7,Widowed,Craft-repair,Wife,Other,Female,59297,4756,31,Cuba,<=50K
62,Without-pay,482394,11th,13,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,5308,6464,26,Canada,<=50K
26,Local-gov,126058,Assoc-voc,13,Never-married,Prof-specialty,Husband,White,Female,96181,6132,28,Jamaica,<=50K
80,Private,289250,HS-grad,4,Never-married,Craft-repair,Not-in-family,Black,Male,88823,5787,90,United-States,>50K
40,Federal-gov,47198,10th,7,Widowed,Sales,Wife,Black,Male,29512,2470,33,Mexico,>50K
48,Private,304307,Masters,15,Separated,Tech-support,Unmarried,Black,Male,69616,7371,39,Germany,<=50K
21,Never-worked,339305,Some-college,2,Separated,Other-service,Own-child,Asian-Pac-Islander,Female,90193,3320,72,India,>50K
80,Federal-gov,387927,7th-8th,5,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Female,86514,6268,2,Mexico,>50K
45,State-gov,145827,11th,11,Married-civ-spouse,Other-service,Husband,Black,Male,24493,9521,2,Jamaica,<=50K
23,Self-emp-not-inc,452707,10th,3,Never-married,Sales,Wife,White,Female,25129,1051,52,Jamaica,<=50K
85,Local-gov,43493,11th,8,Married-civ-spouse,Other-service,Not-in-family,White,Female,85926,4113,13,Mexico,<=50K
29,Private,35411,Assoc-acdm,1,Never-married,Exec-managerial,Husband,White,Male,97382,2627,91,India,<=50K
18,Self-emp-not-inc,364546,Assoc-acdm,12,Married-civ-spouse,Other-service,Own-child,Black,Male,60121,5958,44,United-States,<=50K
90,Never-worked,327442,Some-college,7,Married-civ-spouse,Prof-specialty,Own-child,White,Female,67004,6984,37,Cuba,<=50K
78,Without-pay,336983,7th-8th,7,Married-civ-spouse,Other-service,Unmarried,Other,Male,76694,9446,76,Canada,<=50K
39,Without-pay,113747,10th,6,Widowed,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,79024,1300,27,India,>50K
40,Federal-gov,258471,11th,11,Married-civ-spouse,Other-service,Unmarried,White,Female,7234,4413,70,Germany,>50K
85,State-gov,498861,HS-grad,8,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,34695,7976,27,Jamaica,<=50K
25,State-gov,395640,Masters,7,Never-married,Tech-support,Unmarried,White,Female,42419,4540,84,Mexico,<=50K
30,Self-emp-not-inc,301841,10th,16,Married-civ-spouse,Exec-managerial,Husband,Black,Male,93826,8182,16,United-States,<=50K
56,Federal-gov,152092,Assoc-acdm,15,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,22739,3835,95,Canada,>50K
75,Federal-gov,239343,HS-grad,5,Married-civ-spouse,Prof-specialty,Unmarried,Other,Male,76000,4694,84,Germany,>50K
84,Self-emp-not-inc,359853,Masters,4,Widowed,Tech-support,Own-child,White,Female,17187,2372,83,Canada,<=50K
42,State-gov,464893,Masters,12,Widowed,Exec-managerial,Wife,Other,Female,56089,3309,5,Jamaica,>50K
38,Without-pay,292048,11th,12,Divorced,Other-service,Not-in-family,Black,Male,90493,3193,91,Canada,>50K
32,Federal-gov,357867,7th-8th,16,Divorced,Sales,Husband,Black,Female,34611,4876,45,Cuba,<=50K
35,State-gov,411189,Some-college,14,Never-married,Sales,Wife,Black,Female,34393,1228,86,United-States,<=50K
83,Without-pay,341988,Bachelors,15,Never-married,Other-service,Not-in-family,Other,Male,63366,7562,39,United-States,<=50K
31,State-gov,55754,Assoc-acdm,4,Separated,Other-service,Unmarried,White,Female,75201,7997,13,Canada,>50K
35,Private,123120,Assoc-voc,7,Divorced,Prof-specialty,Not-in-family,Other,Male,88125,7247,35,Cuba,<=50K
51,Never-worked,414348,Assoc-acdm,6,Never-married,Sales,Wife,Other,Female,92006,1844,82,United-States,>50K
46,State-gov,264470,Bachelors,8,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,25382,7277,64,United-States,<=50K
65,Federal-gov,129318,11th,11,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,38767,7286,32,Mexico,<=50K
57,Federal-gov,23808,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,84429,8513,20,Canada,>50K
45,State-gov,92847,10th,11,Divorced,Prof-specialty,Own-child,Black,Female,48577,9073,16,Jamaica,>50K
63,Self-emp-not-inc,336565,11th,14,Divorced,Other-service,Husband,White,Male,55079,8730,75,United-States,<=50K
59,Federal-gov,188253,HS-grad,12,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,51028,3736,25,Mexico,<=50K
88,Without-pay,397517,HS-grad,6,Separated,Sales,Wife,Asian-Pac-Islander,Male,40284,8619,45,India,<=50K
40,Private,281844,11th,8,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Male,62080,7299,23,India,>50K
83,Private,229359,HS-grad,6,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,31814,2524,36,Germany,>50K
64,Federal-gov,59316,Some-college,16,Separated,Tech-support,Wife,Other,Female,87537,2853,24,United-States,<=50K
62,Self-emp-not-inc,148456,Bachelors,1,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,24144,860,40,Canada,>50K
85,State-gov,185899,Masters,12,Separated,Sales,Unmarried,Black,Female,64032,6341,7,Cuba,<=50K
85,Without-pay,496113,Some-college,16,Widowed,Prof-specialty,Not-in-family,Other,Female,36116,4784,12,Cuba,>50K
21,Private,293167,HS-grad,3,Widowed,Tech-support,Own-child,White,Male,55057,5516,69,Cuba,<=50K
46,State-gov,378762,Assoc-acdm,8,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,99684,7383,8,Mexico,>50K
69,Private,92525,HS-grad,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,73573,8338,23,India,<=50K
67,Local-gov,107504,10th,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,5266,2630,30,Mexico,<=50K
51,State-gov,379526,Masters,4,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,9623,782,62,Mexico,<=50K
82,Without-pay,404083,Some-college,13,Divorced,Exec-managerial,Husband,Black,Male,99190,4372,70,India,<=50K
62,Local-gov,230021,11th,3,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,42246,8760,88,Jamaica,<=50K
56,Private,401158,HS-grad,9,Widowed,Exec-managerial,Husband,White,Female,94309,4889,33,Jamaica,<=50K
70,Private,414933,HS-grad,6,Divorced,Sales,Wife,Other,Male,14305,7980,79,Mexico,<=50K
62,Local-gov,25935,Assoc-acdm,13,Widowed,Tech-support,Wife,Other,Female,10897,7018,49,Cuba,<=50K
23,State-gov,346962,Assoc-acdm,6,Married-civ-spouse,Tech-support,Wife,Black,Female,47019,2741,5,Cuba,<=50K
31,Local-gov,262880,7th-8th,16,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,57282,6839,98,Mexico,<=50K
47,Without-pay,383763,7th-8th,1,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,65180,8269,57,United-States,>50K
57,Private,105917,7th-8th,10,Widowed,Prof-specialty,Not-in-family,White,Female,42794,6048,6,Jamaica,<=50K
49,Without-pay,326537,HS-grad,13,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,63515,5457,28,Jamaica,>50K
59,Federal-gov,469401,7th-8th,3,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,10127,6284,46,Mexico,>50K
87,Private,431026,HS-grad,10,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,2752,9599,39,Cuba,>50K
21,Private,198157,Assoc-voc,8,Never-married,Exec-managerial,Own-child,Other,Female,6009,2644,22,India,<=50K
33,Federal-gov,322321,7th-8th,7,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,65907,8186,3,Germany,<=50K
88,Federal-gov,201775,Assoc-acdm,15,Separated,Craft-repair,Unmarried,Other,Male,65756,8262,53,Jamaica,<=50K
32,State-gov,165020,Masters,2,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Female,5877,401,34,Mexico,<=50K
19,Self-emp-not-inc,64635,Assoc-voc,16,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,85696,9012,41,Mexico,>50K
27,State-gov,319837,Bachelors,7,Divorced,Craft-repair,Wife,Black,Male,84268,6109,15,United-States,<=50K
60,Never-worked,159401,7th-8th,2,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,89012,7430,51,Cuba,>50K
21,Private,349755,7th-8th,11,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,85773,6685,36,Mexico,<=50K
83,Federal-gov,275364,Some-college,13,Separated,Craft-repair,Own-child,Other,Male,97225,4888,61,Cuba,>50K
53,Self-emp-not-inc,105099,7th-8th,4,Separated,Other-service,Unmarried,White,Male,73601,7322,15,Mexico,>50K
45,Without-pay,197058,Masters,11,Separated,Exec-managerial,Husband,Other,Female,6185,7474,93,Germany,<=50K
45,Private,108641,Bachelors,2,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,75952,109,48,Mexico,<=50K
53,Private,161634,Assoc-voc,14,Widowed,Sales,Not-in-family,Other,Female,13180,5874,45,Jamaica,<=50K
18,Without-pay,317120,Assoc-voc,4,Never-married,Tech-support,Unmarried,Other,Male,76152,8089,97,Canada,>50K
82,Private,431486,HS-grad,15,Never-married,Prof-specialty,Wife,White,Male,28899,6309,26,India,>50K
31,Self-emp-not-inc,95762,10th,8,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,43187,2543,23,United-States,<=50K
57,Federal-gov,371971,Bachelors,9,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,24737,5351,20,Canada,<=50K
89,Without-pay,341417,Assoc-voc,2,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Female,97134,7761,22,India,>50K
70,Never-worked,253242,Masters,15,Separated,Tech-support,Wife,Amer-Indian-Eskimo,Male,69382,6959,73,United-States,<=50K
55,Self-emp-not-inc,406050,7th-8th,2,Widowed,Exec-managerial,Not-in-family,White,Male,17285,8275,61,Germany,<=50K
54,Private,198386,11th,7,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,23374,9808,27,Cuba,>50K
76,Local-gov,401749,7th-8th,8,Never-married,Tech-support,Unmarried,White,Female,33012,58,97,Mexico,>50K
74,Never-worked,289542,11th,13,Married-civ-spouse,Tech-support,Husband,Other,Female,29861,5046,43,United-States,<=50K
48,State-gov,253361,HS-grad,13,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,56865,1611,34,Germany,>50K
34,Without-pay,499483,Assoc-acdm,5,Never-married,Craft-repair,Not-in-family,Black,Female,65870,9889,10,Cuba,>50K
62,Never-worked,387528,10th,15,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,59731,3166,44,Jamaica,>50K
89,Never-worked,157598,Bachelors,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,3129,1666,72,India,>50K
72,Federal-gov,143683,HS-grad,14,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Female,91665,7892,46,Canada,<=50K
75,Federal-gov,176371,7th-8th,6,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,86159,6526,94,Germany,>50K
81,Local-gov,475725,Assoc-voc,2,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,9031,1697,10,India,>50K
90,Federal-gov,448431,10th,9,Widowed,Exec-managerial,Husband,Black,Female,56701,1159,78,Cuba,>50K
67,Self-emp-not-inc,402104,10th,1,Never-married,Exec-managerial,Husband,Black,Male,17904,6704,32,India,<=50K
70,Self-emp-not-inc,147899,Assoc-acdm,15,Widowed,Exec-managerial,Wife,Black,Male,17740,5437,74,Mexico,<=50K
24,Never-worked,129136,7th-8th,3,Never-married,Craft-repair,Wife,Black,Male,31495,932,19,Canada,<=50K
72,Private,224676,Some-college,8,Married-civ-spouse,Other-service,Not-in-family,Other,Female,55238,3643,9,Canada,<=50K
62,Local-gov,241870,Bachelors,5,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,80575,3049,84,Canada,<=50K
62,State-gov,499447,Some-college,4,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Male,29267,987,67,United-States,<=50K
53,Private,299806,10th,15,Widowed,Tech-support,Husband,Asian-Pac-Islander,Female,66995,7293,15,Cuba,<=50K
83,Federal-gov,402705,10th,1,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,97855,2229,71,Germany,>50K
20,Self-emp-not-inc,317342,Some-college,10,Separated,Other-service,Husband,White,Female,79854,1201,60,Cuba,>50K
26,Local-gov,252012,Masters,5,Widowed,Craft-repair,Own-child,Black,Female,26358,4654,26,India,>50K
36,Private,379100,Masters,4,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,38475,4138,23,Germany,>50K
48,Private,140275,11th,14,Separated,Craft-repair,Own-child,Asian-Pac-Islander,Female,15397,8046,54,Germany,<=50K
29,Without-pay,387107,HS-grad,2,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Female,73628,8222,65,Cuba,<=50K
64,Private,496902,7th-8th,11,Separated,Exec-managerial,Husband,Other,Female,51562,4759,6,United-States,<=50K
87,Federal-gov,448183,HS-grad,1,Never-married,Other-service,Unmarried,White,Female,66053,5624,39,India,<=50K
87,State-gov,355012,Masters,9,Separated,Prof-specialty,Not-in-family,White,Male,76374,1829,34,United-States,>50K
79,Never-worked,379322,11th,13,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,97092,6161,36,Germany,<=50K
27,Without-pay,73542,Assoc-voc,12,Never-married,Sales,Wife,Other,Male,70001,7243,90,India,>50K
75,Self-emp-not-inc,187868,7th-8th,5,Never-married,Other-service,Unmarried,Black,Male,87126,5084,1,Jamaica,>50K
89,Private,138942,Bachelors,9,Separated,Craft-repair,Own-child,Other,Female,59325,3180,8,Jamaica,>50K
24,Self-emp-not-inc,366297,HS-grad,9,Separated,Sales,Wife,White,Female,33024,7291,29,Cuba,<=50K
20,Local-gov,472468,HS-grad,11,Separated,Sales,Own-child,Amer-Indian-Eskimo,Female,14407,4726,75,United-States,<=50K
26,Local-gov,390963,10th,1,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,86780,8206,24,India,>50K
62,State-gov,18247,10th,10,Married-civ-spouse,Tech-support,Wife,Other,Female,79745,1233,47,Mexico,>50K
57,Never-worked,486582,11th,11,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,69174,9950,59,United-States,<=50K
41,Private,237512,Some-college,1,Married-civ-spouse,Sales,Own-child,Black,Female,32494,9363,12,Jamaica,<=50K
40,Federal-gov,118980,HS-grad,1,Married-civ-spouse,Craft-repair,Own-child,White,Male,64360,3152,30,Germany,<=50K
19,Local-gov,478553,HS-grad,12,Never-married,Craft-repair,Not-in-family,White,Female,42596,2783,41,Germany,>50K
52,Federal-gov,174328,7th-8th,9,Widowed,Other-service,Own-child,Asian-Pac-Islander,Male,84728,9704,99,Cuba,<=50K
32,Self-emp-not-inc,211552,HS-grad,4,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,63314,9181,8,India,>50K
63,Self-emp-not-inc,250963,HS-grad,11,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,73013,5906,23,Mexico,>50K
50,Private,179611,7th-8th,1,Divorced,Sales,Not-in-family,Black,Male,26555,607,65,United-States,>50K
73,Local-gov,124025,7th-8th,1,Separated,Sales,Own-child,Asian-Pac-Islander,Male,64436,2610,6,India,<=50K
31,Federal-gov,139968,7th-8th,12,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Female,20254,1261,4,Jamaica,<=50K
22,Never-worked,260867,Masters,5,Widowed,Exec-managerial,Unmarried,White,Female,89039,9070,38,Germany,>50K
37,State-gov,429161,HS-grad,1,Married-civ-spouse,Prof-specialty,Wife,Black,Female,29270,5252,27,Canada,<=50K
70,Federal-gov,72959,Assoc-voc,16,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,4598,996,18,Canada,<=50K
89,State-gov,119359,7th-8th,2,Divorced,Prof-specialty,Not-in-family,Other,Male,58673,2208,11,United-States,<=50K
44,Self-emp-not-inc,255737,Assoc-acdm,7,Never-married,Craft-repair,Own-child,Other,Male,95376,6667,92,Germany,<=50K
52,Local-gov,304857,Bachelors,7,Separated,Tech-support,Unmarried,White,Female,11579,829,24,Mexico,<=50K
51,Federal-gov,70929,10th,6,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,84017,9592,75,Cuba,>50K
73,State-gov,187945,Masters,9,Separated,Other-service,Own-child,Amer-Indian-Eskimo,Female,27877,2879,38,Canada,<=50K
25,Private,275119,11th,8,Separated,Craft-repair,Husband,White,Male,10200,4286,66,Germany,<=50K
18,Federal-gov,206876,Masters,7,Widowed,Exec-managerial,Own-child,Other,Female,43674,6801,9,Jamaica,>50K
52,Federal-gov,150701,HS-grad,10,Never-married,Craft-repair,Wife,Other,Female,91715,9491,68,Canada,<=50K
82,Self-emp-not-inc,493686,11th,2,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,41174,5844,97,Germany,>50K
45,Without-pay,30375,Assoc-acdm,7,Widowed,Sales,Husband,Black,Male,52888,6105,16,Cuba,<=50K
69,Federal-gov,468568,Bachelors,1,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,68394,2666,66,Canada,<=50K
66,Never-worked,267186,Assoc-acdm,2,Widowed,Other-service,Unmarried,White,Female,49021,4564,20,Cuba,<=50K
21,Federal-gov,370407,Masters,7,Divorced,Craft-repair,Unmarried,Other,Male,68623,4803,64,India,>50K
63,State-gov,452010,Bachelors,11,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,6396,5129,91,Cuba,<=50K
20,State-gov,81023,Some-college,1,Divorced,Sales,Unmarried,Black,Female,63281,9173,12,Germany,<=50K
23,Local-gov,325959,Assoc-voc,1,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,24351,1631,29,Canada,>50K
64,Never-worked,499314,11th,1,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,21524,5862,40,United-States,>50K
75,Without-pay,208381,HS-grad,9,Widowed,Tech-support,Own-child,Asian-Pac-Islander,Male,13285,6685,36,Canada,<=50K
52,State-gov,325815,Bachelors,16,Separated,Sales,Wife,Amer-Indian-Eskimo,Male,22740,1745,27,Cuba,>50K
61,Local-gov,335442,11th,10,Never-married,Sales,Wife,White,Male,69975,8196,11,Jamaica,<=50K
26,Never-worked,164255,Bachelors,1,Never-married,Other-service,Husband,Black,Male,99480,7650,91,United-States,<=50K
18,Without-pay,405447,Assoc-voc,6,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,21074,216,23,Canada,>50K
